time(s)	cellId	rnti	lcid	packetSize
5.84207	2	28	3	44
5.84307	2	3	3	127
5.84407	2	3	3	9
5.84807	2	28	3	127
5.84907	2	28	3	127
5.85007	2	28	3	45
5.86407	2	19	3	44
5.87007	2	19	3	127
5.87107	2	19	3	127
5.87207	2	19	3	78
5.90607	2	1	3	44
5.90707	2	15	3	44
5.91207	2	1	3	127
5.91307	2	1	3	127
5.91407	2	1	3	127
5.91507	2	1	3	14
5.91607	2	15	3	72
5.91707	2	15	3	29
5.92107	2	28	3	44
5.92707	2	28	3	127
5.92807	2	28	3	127
5.92907	2	28	3	45
5.99207	2	5	3	44
5.99807	2	5	3	57
6.00007	2	28	3	44
6.00607	2	28	3	127
6.00707	2	28	3	127
6.00807	2	28	3	45
6.01807	2	7	3	44
6.02407	2	7	3	127
6.02507	2	7	3	127
6.02607	2	7	3	127
6.02707	2	7	3	23
6.03507	2	1	3	44
6.04107	2	1	3	127
6.04207	2	1	3	127
6.04307	2	1	3	127
6.04407	2	1	3	14
6.07907	2	28	3	44
6.08507	2	28	3	127
6.08607	2	28	3	127
6.08707	2	28	3	45
6.13307	2	4	3	44
6.13907	2	4	3	127
