% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	stream	harqId	ndi	rv	mcs	tbSize
5.5	1	0	21	22	550	4	0	1	12	0	19	1	0	12	52
5.501	1	0	19	20	550	5	0	1	12	0	19	1	0	12	135
5.502	1	0	19	20	550	6	0	1	12	0	18	1	0	12	135
5.503	1	0	19	20	550	7	0	1	12	0	17	1	0	12	52
5.506	1	0	21	22	551	0	0	1	12	0	19	1	0	12	135
5.507	1	0	21	22	551	1	0	1	12	0	18	1	0	12	135
5.508	1	0	21	22	551	2	0	1	12	0	17	1	0	12	52
5.508	1	0	19	20	551	2	0	1	12	0	19	1	0	12	24
5.512	1	0	21	22	551	6	0	1	12	0	19	1	0	12	135
5.513	1	0	21	22	551	7	0	1	12	0	18	1	0	12	52
5.517	1	0	30	1	552	1	0	1	12	0	19	1	0	12	52
5.519	1	0	23	24	552	3	0	1	12	0	19	1	0	12	52
5.523	1	0	30	1	552	7	0	1	12	0	19	1	0	12	135
5.524	1	0	27	28	552	8	0	1	12	0	19	1	0	12	52
5.524	1	0	30	1	552	8	0	1	12	0	18	1	0	12	80
5.525	1	0	30	1	552	9	0	1	12	0	17	1	0	12	135
5.526	1	0	30	1	553	0	0	1	12	0	16	1	0	12	135
5.527	1	0	30	1	553	1	0	1	12	0	15	1	0	12	107
5.529	1	0	30	1	553	3	0	1	12	0	19	1	0	12	135
5.53	1	0	27	28	553	4	0	1	12	0	19	1	0	12	135
5.531	1	0	27	28	553	5	0	1	12	0	18	1	0	12	135
5.532	1	0	27	28	553	6	0	1	12	0	17	1	0	12	135
5.533	1	0	27	28	553	7	0	1	12	0	16	1	0	12	24
5.533	1	0	30	1	553	7	0	1	12	0	18	1	0	12	24
5.536	1	0	27	28	554	0	0	1	12	0	19	1	0	12	135
5.537	1	0	27	28	554	1	0	1	12	0	18	1	0	12	80
5.603	1	0	27	28	560	7	0	1	12	0	19	1	0	12	52
5.609	1	0	27	28	561	3	0	1	12	0	19	1	0	12	135
5.61	1	0	27	28	561	4	0	1	12	0	18	1	0	12	135
5.611	1	0	27	28	561	5	0	1	12	0	17	1	0	12	135
5.612	1	0	27	28	561	6	0	1	12	0	16	1	0	12	24
5.615	1	0	27	28	561	9	0	1	12	0	19	1	0	12	135
5.616	1	0	27	28	562	0	0	1	12	0	18	1	0	12	80
5.646	1	0	30	1	565	0	0	1	12	0	19	1	0	12	52
5.652	1	0	30	1	565	6	0	1	12	0	19	1	0	12	135
5.653	1	0	30	1	565	7	0	1	12	0	18	1	0	12	135
5.654	1	0	30	1	565	8	0	1	12	0	17	1	0	12	135
5.655	1	0	30	1	565	9	0	1	12	0	16	1	0	12	135
5.656	1	0	30	1	566	0	0	1	12	0	15	1	0	12	52
5.658	1	0	30	1	566	2	0	1	12	0	19	1	0	12	135
5.659	1	0	30	1	566	3	0	1	12	0	18	1	0	12	135
5.66	1	0	30	1	566	4	0	1	12	0	17	1	0	12	24
5.66	1	0	10	5	566	4	0	1	12	0	19	1	0	12	52
5.666	1	0	10	5	567	0	0	1	12	0	19	1	0	12	107
5.682	1	0	27	28	568	6	0	1	12	0	19	1	0	12	52
5.688	1	0	27	28	569	2	0	1	12	0	19	1	0	12	135
5.689	1	0	27	28	569	3	0	1	12	0	18	1	0	12	135
5.69	1	0	27	28	569	4	0	1	12	0	17	1	0	12	135
5.691	1	0	27	28	569	5	0	1	12	0	16	1	0	12	24
5.694	1	0	27	28	569	8	0	1	12	0	19	1	0	12	135
5.695	1	0	27	28	569	9	0	1	12	0	18	1	0	12	80
5.745	1	0	1	14	574	9	0	1	12	0	19	1	0	12	52
5.751	1	0	1	14	575	5	0	1	12	0	19	1	0	12	135
5.752	1	0	1	14	575	6	0	1	12	0	18	1	0	12	135
5.753	1	0	1	14	575	7	0	1	12	0	17	1	0	12	135
5.754	1	0	1	14	575	8	0	1	12	0	16	1	0	12	24
5.757	1	0	1	14	576	1	0	1	12	0	19	1	0	12	135
5.758	1	0	1	14	576	2	0	1	12	0	18	1	0	12	80
5.761	1	0	27	28	576	5	0	1	12	0	19	1	0	12	52
5.767	1	0	27	28	577	1	0	1	12	0	19	1	0	12	135
5.768	1	0	27	28	577	2	0	1	12	0	18	1	0	12	135
5.769	1	0	27	28	577	3	0	1	12	0	17	1	0	12	135
5.77	1	0	27	28	577	4	0	1	12	0	16	1	0	12	24
5.773	1	0	27	28	577	7	0	1	12	0	19	1	0	12	135
5.774	1	0	27	28	577	8	0	1	12	0	18	1	0	12	80
5.775	1	0	30	1	577	9	0	1	12	0	19	1	0	12	52
5.781	1	0	30	1	578	5	0	1	12	0	19	1	0	12	135
5.782	1	0	30	1	578	6	0	1	12	0	18	1	0	12	135
5.783	1	0	30	1	578	7	0	1	12	0	17	1	0	12	135
5.784	1	0	30	1	578	8	0	1	12	0	16	1	0	12	135
5.785	1	0	30	1	578	9	0	1	12	0	15	1	0	12	52
5.787	1	0	30	1	579	1	0	1	12	0	19	1	0	12	135
5.788	1	0	30	1	579	2	0	1	12	0	18	1	0	12	135
5.789	1	0	30	1	579	3	0	1	12	0	17	1	0	12	24
5.824	1	0	10	5	582	8	0	1	12	0	19	1	0	12	52
5.824	1	0	7	8	582	8	0	1	12	0	19	1	0	12	52
5.83	1	0	10	5	583	4	0	1	12	0	19	1	0	12	107
5.83	1	0	7	8	583	4	0	1	12	0	19	1	0	12	24
5.831	1	0	7	8	583	5	0	1	12	0	18	1	0	12	52
5.833	1	0	12	3	583	7	0	1	12	0	19	1	0	12	52
5.836	1	0	7	8	584	0	0	1	12	0	19	1	0	12	52
5.839	1	0	12	3	584	3	0	1	12	0	19	1	0	12	135
5.84	1	0	27	28	584	4	0	1	12	0	19	1	0	12	52
5.84	1	0	12	3	584	4	0	1	12	0	18	1	0	12	80
5.841	1	0	12	3	584	5	0	1	12	0	17	1	0	12	135
5.842	1	0	12	3	584	6	0	1	12	0	16	1	0	12	80
5.845	1	0	12	3	584	9	0	1	12	0	19	1	0	12	135
5.846	1	0	27	28	585	0	0	1	12	0	19	1	0	12	135
5.847	1	0	27	28	585	1	0	1	12	0	18	1	0	12	135
5.848	1	0	27	28	585	2	0	1	12	0	17	1	0	12	135
5.849	1	0	27	28	585	3	0	1	12	0	16	1	0	12	24
5.849	1	0	12	3	585	3	0	1	12	0	18	1	0	12	24
5.852	1	0	27	28	585	6	0	1	12	0	19	1	0	12	135
5.853	1	0	27	28	585	7	0	1	12	0	18	1	0	12	80
5.862	1	0	18	19	586	6	0	1	12	0	19	1	0	12	52
5.868	1	0	18	19	587	2	0	1	12	0	19	1	0	12	135
5.869	1	0	18	19	587	3	0	1	12	0	18	1	0	12	135
5.87	1	0	18	19	587	4	0	1	12	0	17	1	0	12	135
5.871	1	0	18	19	587	5	0	1	12	0	16	1	0	12	24
5.874	1	0	18	19	587	8	0	1	12	0	19	1	0	12	135
5.875	1	0	18	19	587	9	0	1	12	0	18	1	0	12	135
5.904	1	0	30	1	590	8	0	1	12	0	19	1	0	12	52
5.905	1	0	14	15	590	9	0	1	12	0	19	1	0	12	52
5.91	1	0	30	1	591	4	0	1	12	0	19	1	0	12	135
5.911	1	0	30	1	591	5	0	1	12	0	18	1	0	12	135
5.912	1	0	30	1	591	6	0	1	12	0	17	1	0	12	135
5.913	1	0	30	1	591	7	0	1	12	0	16	1	0	12	135
5.914	1	0	14	15	591	8	0	1	12	0	19	1	0	12	80
5.914	1	0	30	1	591	8	0	1	12	0	15	1	0	12	52
5.915	1	0	14	15	591	9	0	1	12	0	18	1	0	12	52
5.916	1	0	30	1	592	0	0	1	12	0	19	1	0	12	135
5.917	1	0	30	1	592	1	0	1	12	0	18	1	0	12	135
5.918	1	0	30	1	592	2	0	1	12	0	17	1	0	12	24
5.919	1	0	27	28	592	3	0	1	12	0	19	1	0	12	52
5.92	1	0	14	15	592	4	0	1	12	0	19	1	0	12	52
5.925	1	0	27	28	592	9	0	1	12	0	19	1	0	12	135
5.926	1	0	27	28	593	0	0	1	12	0	18	1	0	12	135
5.927	1	0	27	28	593	1	0	1	12	0	17	1	0	12	135
5.928	1	0	27	28	593	2	0	1	12	0	16	1	0	12	24
5.931	1	0	27	28	593	5	0	1	12	0	19	1	0	12	135
5.932	1	0	27	28	593	6	0	1	12	0	18	1	0	12	80
5.99	1	0	10	5	599	4	0	1	12	0	19	1	0	12	52
5.996	1	0	10	5	600	0	0	1	12	0	19	1	0	12	107
5.998	1	0	27	28	600	2	0	1	12	0	19	1	0	12	52
6.004	1	0	27	28	600	8	0	1	12	0	19	1	0	12	135
6.005	1	0	27	28	600	9	0	1	12	0	18	1	0	12	135
6.006	1	0	27	28	601	0	0	1	12	0	17	1	0	12	135
6.007	1	0	27	28	601	1	0	1	12	0	16	1	0	12	24
6.01	1	0	27	28	601	4	0	1	12	0	19	1	0	12	135
6.011	1	0	27	28	601	5	0	1	12	0	18	1	0	12	80
6.016	1	0	8	7	602	0	0	1	12	0	19	1	0	12	52
6.022	1	0	8	7	602	6	0	1	12	0	19	1	0	12	135
6.023	1	0	8	7	602	7	0	1	12	0	18	1	0	12	135
6.024	1	0	8	7	602	8	0	1	12	0	17	1	0	12	135
6.025	1	0	8	7	602	9	0	1	12	0	16	1	0	12	135
6.026	1	0	8	7	603	0	0	1	12	0	15	1	0	12	52
6.028	1	0	8	7	603	2	0	1	12	0	19	1	0	12	135
6.029	1	0	8	7	603	3	0	1	12	0	18	1	0	12	135
6.03	1	0	8	7	603	4	0	1	12	0	17	1	0	12	52
6.033	1	0	30	1	603	7	0	1	12	0	19	1	0	12	52
6.039	1	0	30	1	604	3	0	1	12	0	19	1	0	12	135
6.04	1	0	30	1	604	4	0	1	12	0	18	1	0	12	135
6.041	1	0	30	1	604	5	0	1	12	0	17	1	0	12	135
6.042	1	0	30	1	604	6	0	1	12	0	16	1	0	12	135
6.043	1	0	30	1	604	7	0	1	12	0	15	1	0	12	52
6.045	1	0	30	1	604	9	0	1	12	0	19	1	0	12	135
6.046	1	0	30	1	605	0	0	1	12	0	18	1	0	12	135
6.047	1	0	30	1	605	1	0	1	12	0	17	1	0	12	24
6.077	1	0	27	28	608	1	0	1	12	0	19	1	0	12	52
6.083	1	0	27	28	608	7	0	1	12	0	19	1	0	12	135
6.084	1	0	27	28	608	8	0	1	12	0	18	1	0	12	135
6.085	1	0	27	28	608	9	0	1	12	0	17	1	0	12	135
6.086	1	0	27	28	609	0	0	1	12	0	16	1	0	12	24
6.089	1	0	27	28	609	3	0	1	12	0	19	1	0	12	135
6.09	1	0	27	28	609	4	0	1	12	0	18	1	0	12	80
6.131	1	0	11	4	613	5	0	1	12	0	19	1	0	12	52
6.137	1	0	11	4	614	1	0	1	12	0	19	1	0	12	135
6.138	1	0	11	4	614	2	0	1	12	0	18	1	0	12	107
6.142	1	0	15	16	614	6	0	1	12	0	19	1	0	12	52
6.143	1	0	11	4	614	7	0	1	12	0	19	1	0	12	52
6.148	1	0	15	16	615	2	0	1	12	0	19	1	0	12	135
6.149	1	0	15	16	615	3	0	1	12	0	18	1	0	12	135
6.15	1	0	15	16	615	4	0	1	12	0	17	1	0	12	135
6.151	1	0	15	16	615	5	0	1	12	0	16	1	0	12	135
6.152	1	0	15	16	615	6	0	1	12	0	15	1	0	12	52
6.154	1	0	15	16	615	8	0	1	12	0	19	1	0	12	135
6.155	1	0	15	16	615	9	0	1	12	0	18	1	0	12	135
6.156	1	0	27	28	616	0	0	1	12	0	19	1	0	12	52
6.156	1	0	21	22	616	0	0	1	12	0	19	1	0	12	24
6.156	1	0	10	5	616	0	0	1	12	0	19	1	0	12	52
6.157	1	0	21	22	616	1	0	1	12	0	18	1	0	12	52
6.157	1	0	15	16	616	1	0	1	12	0	17	1	0	12	24
6.162	1	0	27	28	616	6	0	1	12	0	19	1	0	12	135
6.163	1	0	27	28	616	7	0	1	12	0	18	1	0	12	135
6.164	1	0	27	28	616	8	0	1	12	0	17	1	0	12	135
6.165	1	0	27	28	616	9	0	1	12	0	16	1	0	12	24
6.165	1	0	30	1	616	9	0	1	12	0	19	1	0	12	52
6.165	1	0	10	5	616	9	0	1	12	0	19	1	0	12	52
6.166	1	0	21	22	617	0	0	1	12	0	19	1	0	12	80
6.166	1	0	10	5	617	0	0	1	12	0	18	1	0	12	52
6.167	1	0	21	22	617	1	0	1	12	0	18	1	0	12	135
6.168	1	0	27	28	617	2	0	1	12	0	19	1	0	12	135
6.169	1	0	27	28	617	3	0	1	12	0	18	1	0	12	80
6.169	1	0	21	22	617	3	0	1	12	0	17	1	0	12	52
6.17	1	0	21	22	617	4	0	1	12	0	16	1	0	12	52
6.171	1	0	30	1	617	5	0	1	12	0	19	1	0	12	135
6.172	1	0	30	1	617	6	0	1	12	0	18	1	0	12	135
6.173	1	0	30	1	617	7	0	1	12	0	17	1	0	12	135
6.174	1	0	30	1	617	8	0	1	12	0	16	1	0	12	135
6.175	1	0	21	22	617	9	0	1	12	0	19	1	0	12	52
6.175	1	0	30	1	617	9	0	1	12	0	15	1	0	12	52
6.175	1	0	10	5	617	9	0	1	12	0	19	1	0	12	24
6.177	1	0	30	1	618	1	0	1	12	0	19	1	0	12	135
6.178	1	0	30	1	618	2	0	1	12	0	18	1	0	12	135
6.179	1	0	30	1	618	3	0	1	12	0	17	1	0	12	24
6.235	1	0	27	28	623	9	0	1	12	0	19	1	0	12	52
6.241	1	0	27	28	624	5	0	1	12	0	19	1	0	12	135
6.242	1	0	27	28	624	6	0	1	12	0	18	1	0	12	135
6.243	1	0	27	28	624	7	0	1	12	0	17	1	0	12	135
6.244	1	0	27	28	624	8	0	1	12	0	16	1	0	12	24
6.247	1	0	27	28	625	1	0	1	12	0	19	1	0	12	135
6.248	1	0	27	28	625	2	0	1	12	0	18	1	0	12	80
6.287	1	0	23	24	629	1	0	1	12	0	19	1	0	12	52
6.291	1	0	30	1	629	5	0	1	12	0	19	1	0	12	52
6.297	1	0	30	1	630	1	0	1	12	0	19	1	0	12	135
6.298	1	0	30	1	630	2	0	1	12	0	18	1	0	12	135
6.299	1	0	30	1	630	3	0	1	12	0	17	1	0	12	135
6.3	1	0	30	1	630	4	0	1	12	0	16	1	0	12	135
6.301	1	0	30	1	630	5	0	1	12	0	15	1	0	12	52
6.303	1	0	30	1	630	7	0	1	12	0	19	1	0	12	135
6.304	1	0	30	1	630	8	0	1	12	0	18	1	0	12	135
6.305	1	0	30	1	630	9	0	1	12	0	17	1	0	12	24
6.314	1	0	27	28	631	8	0	1	12	0	19	1	0	12	52
6.32	1	0	27	28	632	4	0	1	12	0	19	1	0	12	135
6.321	1	0	27	28	632	5	0	1	12	0	18	1	0	12	135
6.322	1	0	27	28	632	6	0	1	12	0	17	1	0	12	135
6.323	1	0	27	28	632	7	0	1	12	0	16	1	0	12	24
6.323	1	0	10	5	632	7	0	1	12	0	19	1	0	12	52
6.326	1	0	27	28	633	0	0	1	12	0	19	1	0	12	135
6.327	1	0	27	28	633	1	0	1	12	0	18	1	0	12	80
6.329	1	0	25	26	633	3	0	1	12	0	19	1	0	12	24
6.329	1	0	10	5	633	3	0	1	12	0	19	1	0	12	107
6.33	1	0	25	26	633	4	0	1	12	0	18	1	0	12	52
6.335	1	0	25	26	633	9	0	1	12	0	19	1	0	12	135
6.336	1	0	25	26	634	0	0	1	12	0	18	1	0	12	135
6.337	1	0	25	26	634	1	0	1	12	0	17	1	0	12	135
6.338	1	0	25	26	634	2	0	1	12	0	16	1	0	12	52
6.341	1	0	25	26	634	5	0	1	12	0	19	1	0	12	135
6.392	1	0	17	18	639	6	0	1	12	0	19	1	0	12	52
6.393	1	0	27	28	639	7	0	1	12	0	19	1	0	12	52
6.398	1	0	17	18	640	2	0	1	12	0	19	1	0	12	135
6.399	1	0	27	28	640	3	0	1	12	0	19	1	0	12	135
6.4	1	0	27	28	640	4	0	1	12	0	18	1	0	12	135
6.401	1	0	27	28	640	5	0	1	12	0	17	1	0	12	135
6.402	1	0	27	28	640	6	0	1	12	0	16	1	0	12	24
6.402	1	0	17	18	640	6	0	1	12	0	18	1	0	12	107
6.403	1	0	17	18	640	7	0	1	12	0	19	1	0	12	135
6.404	1	0	17	18	640	8	0	1	12	0	17	1	0	12	135
6.405	1	0	27	28	640	9	0	1	12	0	19	1	0	12	135
6.406	1	0	27	28	641	0	0	1	12	0	18	1	0	12	80
6.406	1	0	17	18	641	0	0	1	12	0	16	1	0	12	52
6.407	1	0	17	18	641	1	0	1	12	0	18	1	0	12	135
6.408	1	0	17	18	641	2	0	1	12	0	19	1	0	12	135
6.409	1	0	17	18	641	3	0	1	12	0	17	1	0	12	107
6.42	1	0	30	1	642	4	0	1	12	0	19	1	0	12	52
6.426	1	0	30	1	643	0	0	1	12	0	19	1	0	12	135
6.427	1	0	30	1	643	1	0	1	12	0	18	1	0	12	135
6.428	1	0	30	1	643	2	0	1	12	0	17	1	0	12	135
6.429	1	0	30	1	643	3	0	1	12	0	16	1	0	12	135
6.43	1	0	30	1	643	4	0	1	12	0	15	1	0	12	52
6.432	1	0	30	1	643	6	0	1	12	0	19	1	0	12	135
6.433	1	0	30	1	643	7	0	1	12	0	18	1	0	12	135
6.434	1	0	30	1	643	8	0	1	12	0	17	1	0	12	24
6.472	1	0	27	28	647	6	0	1	12	0	19	1	0	12	52
6.478	1	0	27	28	648	2	0	1	12	0	19	1	0	12	135
6.479	1	0	27	28	648	3	0	1	12	0	18	1	0	12	135
6.48	1	0	27	28	648	4	0	1	12	0	17	1	0	12	135
6.481	1	0	27	28	648	5	0	1	12	0	16	1	0	12	24
6.484	1	0	27	28	648	8	0	1	12	0	19	1	0	12	135
6.485	1	0	27	28	648	9	0	1	12	0	18	1	0	12	80
6.485	1	0	14	15	648	9	0	1	12	0	19	1	0	12	52
6.488	1	0	10	5	649	2	0	1	12	0	19	1	0	12	52
6.491	1	0	14	15	649	5	0	1	12	0	19	1	0	12	135
6.494	1	0	10	5	649	8	0	1	12	0	19	1	0	12	107
6.549	1	0	30	1	655	3	0	1	12	0	19	1	0	12	52
6.551	1	0	27	28	655	5	0	1	12	0	19	1	0	12	52
6.555	1	0	30	1	655	9	0	1	12	0	19	1	0	12	135
6.556	1	0	30	1	656	0	0	1	12	0	18	1	0	12	135
6.557	1	0	27	28	656	1	0	1	12	0	19	1	0	12	135
6.558	1	0	27	28	656	2	0	1	12	0	18	1	0	12	135
6.559	1	0	27	28	656	3	0	1	12	0	17	1	0	12	135
6.56	1	0	27	28	656	4	0	1	12	0	16	1	0	12	24
6.56	1	0	30	1	656	4	0	1	12	0	19	1	0	12	107
6.561	1	0	30	1	656	5	0	1	12	0	18	1	0	12	135
6.562	1	0	30	1	656	6	0	1	12	0	17	1	0	12	135
6.563	1	0	27	28	656	7	0	1	12	0	19	1	0	12	135
6.564	1	0	27	28	656	8	0	1	12	0	18	1	0	12	80
6.564	1	0	30	1	656	8	0	1	12	0	16	1	0	12	52
6.565	1	0	29	30	656	9	0	1	12	0	19	1	0	12	52
6.566	1	0	30	1	657	0	0	1	12	0	19	1	0	12	80
6.571	1	0	29	30	657	5	0	1	12	0	19	1	0	12	52
6.585	1	0	16	17	658	9	0	1	12	0	19	1	0	12	52
6.591	1	0	16	17	659	5	0	1	12	0	19	1	0	12	135
6.592	1	0	16	17	659	6	0	1	12	0	18	1	0	12	107
6.597	1	0	16	17	660	1	0	1	12	0	19	1	0	12	52
6.63	1	0	27	28	663	4	0	1	12	0	19	1	0	12	52
6.636	1	0	27	28	664	0	0	1	12	0	19	1	0	12	135
6.637	1	0	27	28	664	1	0	1	12	0	18	1	0	12	135
6.638	1	0	27	28	664	2	0	1	12	0	17	1	0	12	135
6.639	1	0	27	28	664	3	0	1	12	0	16	1	0	12	24
6.642	1	0	27	28	664	6	0	1	12	0	19	1	0	12	135
6.643	1	0	27	28	664	7	0	1	12	0	18	1	0	12	80
6.654	1	0	10	5	665	8	0	1	12	0	19	1	0	12	52
6.66	1	0	10	5	666	4	0	1	12	0	19	1	0	12	107
6.678	1	0	30	1	668	2	0	1	12	0	19	1	0	12	52
6.684	1	0	30	1	668	8	0	1	12	0	19	1	0	12	135
6.685	1	0	30	1	668	9	0	1	12	0	18	1	0	12	135
6.686	1	0	30	1	669	0	0	1	12	0	17	1	0	12	135
6.687	1	0	30	1	669	1	0	1	12	0	16	1	0	12	135
6.688	1	0	30	1	669	2	0	1	12	0	15	1	0	12	52
6.69	1	0	30	1	669	4	0	1	12	0	19	1	0	12	135
6.691	1	0	30	1	669	5	0	1	12	0	18	1	0	12	135
6.692	1	0	30	1	669	6	0	1	12	0	17	1	0	12	24
6.709	1	0	27	28	671	3	0	1	12	0	19	1	0	12	52
6.715	1	0	27	28	671	9	0	1	12	0	19	1	0	12	135
6.716	1	0	27	28	672	0	0	1	12	0	18	1	0	12	135
6.717	1	0	27	28	672	1	0	1	12	0	17	1	0	12	135
6.718	1	0	27	28	672	2	0	1	12	0	16	1	0	12	24
6.721	1	0	27	28	672	5	0	1	12	0	19	1	0	12	135
6.722	1	0	27	28	672	6	0	1	12	0	18	1	0	12	80
6.788	1	0	27	28	679	2	0	1	12	0	19	1	0	12	52
6.794	1	0	27	28	679	8	0	1	12	0	19	1	0	12	135
6.795	1	0	27	28	679	9	0	1	12	0	18	1	0	12	135
6.796	1	0	27	28	680	0	0	1	12	0	17	1	0	12	135
6.797	1	0	27	28	680	1	0	1	12	0	16	1	0	12	24
6.8	1	0	27	28	680	4	0	1	12	0	19	1	0	12	135
6.801	1	0	27	28	680	5	0	1	12	0	18	1	0	12	80
6.807	1	0	30	1	681	1	0	1	12	0	19	1	0	12	52
6.812	1	0	21	22	681	6	0	1	12	0	19	1	0	12	52
6.813	1	0	30	1	681	7	0	1	12	0	19	1	0	12	135
6.814	1	0	30	1	681	8	0	1	12	0	18	1	0	12	135
6.815	1	0	30	1	681	9	0	1	12	0	17	1	0	12	135
6.816	1	0	30	1	682	0	0	1	12	0	16	1	0	12	135
6.817	1	0	30	1	682	1	0	1	12	0	15	1	0	12	52
6.818	1	0	21	22	682	2	0	1	12	0	19	1	0	12	135
6.819	1	0	30	1	682	3	0	1	12	0	19	1	0	12	135
6.82	1	0	30	1	682	4	0	1	12	0	18	1	0	12	135
6.821	1	0	21	22	682	5	0	1	12	0	18	1	0	12	52
6.821	1	0	30	1	682	5	0	1	12	0	17	1	0	12	24
6.821	1	0	10	5	682	5	0	1	12	0	19	1	0	12	52
6.822	1	0	21	22	682	6	0	1	12	0	17	1	0	12	135
6.824	1	0	21	22	682	8	0	1	12	0	19	1	0	12	135
6.825	1	0	21	22	682	9	0	1	12	0	16	1	0	12	107
6.827	1	0	21	22	683	1	0	1	12	0	18	1	0	12	24
6.827	1	0	10	5	683	1	0	1	12	0	19	1	0	12	107
6.828	1	0	21	22	683	2	0	1	12	0	17	1	0	12	24
6.867	1	0	27	28	687	1	0	1	12	0	19	1	0	12	52
6.873	1	0	27	28	687	7	0	1	12	0	19	1	0	12	135
6.874	1	0	27	28	687	8	0	1	12	0	18	1	0	12	135
6.875	1	0	27	28	687	9	0	1	12	0	17	1	0	12	135
6.876	1	0	27	28	688	0	0	1	12	0	16	1	0	12	24
6.879	1	0	27	28	688	3	0	1	12	0	19	1	0	12	135
6.88	1	0	27	28	688	4	0	1	12	0	18	1	0	12	80
6.936	1	0	30	1	694	0	0	1	12	0	19	1	0	12	52
6.942	1	0	30	1	694	6	0	1	12	0	19	1	0	12	135
6.943	1	0	30	1	694	7	0	1	12	0	18	1	0	12	135
6.944	1	0	30	1	694	8	0	1	12	0	17	1	0	12	135
6.945	1	0	30	1	694	9	0	1	12	0	16	1	0	12	135
6.946	1	0	27	28	695	0	0	1	12	0	19	1	0	12	52
6.946	1	0	30	1	695	0	0	1	12	0	15	1	0	12	52
6.948	1	0	30	1	695	2	0	1	12	0	19	1	0	12	135
6.949	1	0	30	1	695	3	0	1	12	0	18	1	0	12	135
6.95	1	0	30	1	695	4	0	1	12	0	17	1	0	12	24
6.952	1	0	27	28	695	6	0	1	12	0	19	1	0	12	135
6.953	1	0	27	28	695	7	0	1	12	0	18	1	0	12	135
6.954	1	0	27	28	695	8	0	1	12	0	17	1	0	12	135
6.955	1	0	27	28	695	9	0	1	12	0	16	1	0	12	24
6.958	1	0	27	28	696	2	0	1	12	0	19	1	0	12	135
6.959	1	0	27	28	696	3	0	1	12	0	18	1	0	12	80
6.986	1	0	10	5	699	0	0	1	12	0	19	1	0	12	52
6.992	1	0	10	5	699	6	0	1	12	0	19	1	0	12	107
7.025	1	0	27	28	702	9	0	1	12	0	19	1	0	12	52
7.031	1	0	27	28	703	5	0	1	12	0	19	1	0	12	135
7.032	1	0	27	28	703	6	0	1	12	0	18	1	0	12	135
7.033	1	0	27	28	703	7	0	1	12	0	17	1	0	12	135
7.034	1	0	27	28	703	8	0	1	12	0	16	1	0	12	24
7.037	1	0	27	28	704	1	0	1	12	0	19	1	0	12	135
7.038	1	0	27	28	704	2	0	1	12	0	18	1	0	12	80
7.055	1	0	23	24	705	9	0	1	12	0	19	1	0	12	52
7.063	1	0	14	15	706	7	0	1	12	0	19	1	0	12	52
7.065	1	0	30	1	706	9	0	1	12	0	19	1	0	12	52
7.069	1	0	14	15	707	3	0	1	12	0	19	1	0	12	135
7.071	1	0	30	1	707	5	0	1	12	0	19	1	0	12	135
7.072	1	0	30	1	707	6	0	1	12	0	18	1	0	12	135
7.073	1	0	30	1	707	7	0	1	12	0	17	1	0	12	135
7.074	1	0	30	1	707	8	0	1	12	0	16	1	0	12	135
7.075	1	0	30	1	707	9	0	1	12	0	15	1	0	12	52
7.077	1	0	30	1	708	1	0	1	12	0	19	1	0	12	135
7.078	1	0	30	1	708	2	0	1	12	0	18	1	0	12	135
7.079	1	0	30	1	708	3	0	1	12	0	17	1	0	12	24
7.104	1	0	27	28	710	8	0	1	12	0	19	1	0	12	52
7.11	1	0	27	28	711	4	0	1	12	0	19	1	0	12	135
7.111	1	0	27	28	711	5	0	1	12	0	18	1	0	12	135
7.112	1	0	27	28	711	6	0	1	12	0	17	1	0	12	135
7.113	1	0	27	28	711	7	0	1	12	0	16	1	0	12	24
7.113	1	0	22	23	711	7	0	1	12	0	19	1	0	12	52
7.116	1	0	27	28	712	0	0	1	12	0	19	1	0	12	135
7.117	1	0	27	28	712	1	0	1	12	0	18	1	0	12	80
7.119	1	0	22	23	712	3	0	1	12	0	19	1	0	12	24
7.152	1	0	10	5	715	6	0	1	12	0	19	1	0	12	52
7.158	1	0	10	5	716	2	0	1	12	0	19	1	0	12	107
7.183	1	0	27	28	718	7	0	1	12	0	19	1	0	12	52
7.189	1	0	27	28	719	3	0	1	12	0	19	1	0	12	135
7.19	1	0	27	28	719	4	0	1	12	0	18	1	0	12	135
7.191	1	0	27	28	719	5	0	1	12	0	17	1	0	12	135
7.192	1	0	27	28	719	6	0	1	12	0	16	1	0	12	24
7.194	1	0	30	1	719	8	0	1	12	0	19	1	0	12	52
7.195	1	0	27	28	719	9	0	1	12	0	19	1	0	12	135
7.196	1	0	27	28	720	0	0	1	12	0	18	1	0	12	80
7.2	1	0	30	1	720	4	0	1	12	0	19	1	0	12	135
7.201	1	0	30	1	720	5	0	1	12	0	18	1	0	12	135
7.202	1	0	30	1	720	6	0	1	12	0	17	1	0	12	135
7.203	1	0	30	1	720	7	0	1	12	0	16	1	0	12	135
7.204	1	0	30	1	720	8	0	1	12	0	15	1	0	12	52
7.206	1	0	30	1	721	0	0	1	12	0	19	1	0	12	135
7.207	1	0	30	1	721	1	0	1	12	0	18	1	0	12	135
7.208	1	0	30	1	721	2	0	1	12	0	17	1	0	12	24
7.246	1	0	19	20	725	0	0	1	12	0	19	1	0	12	52
7.252	1	0	19	20	725	6	0	1	12	0	19	1	0	12	135
